name,edition,condition,language,price_eur,quantity,total_value,id_carta
Saltador dinamitero,Aetherdrift,NM,Español,0.15,1,0.15,963
Saltadora de cañones,Aetherdrift,NM,Inglés,0.15,1,0.15,964
Estratega de sabotajes,Aetherdrift,NM,Inglés,0.15,1,0.15,435
Errante meditado,Aetherdrift,NM,Español,0.15,2,0.3,408
Errante meditado,Aetherdrift,NM,Inglés,0.15,1,0.15,408
Velosoldador de los Viajeros,Aetherdrift,NM,Inglés,0.24,2,0.48,1083
Contendiente desgajador,Aetherdrift,NM,Inglés,0.1,3,0.3,260
Mandar de vuelta,Aetherdrift,NM,Inglés,0.1,7,0.7,697
Optimizador de los Lumiguía,Aetherdrift,NM,Inglés,0.1,1,0.1,792
Abatedragones,Tarkir: tormenta dracónica,NM,Español,0.5,1,0.5,2
Acantilados aguasraudas,Tarkir: tormenta dracónica,NM,Inglés,0.1,1,0.1,9
Acantilados aguasraudas,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,9
Acometedora del ocaso,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,16
Acopiafortunas de Kheru,Tarkir: tormenta dracónica,NM,Inglés,0.25,1,0.25,18
Agresión de Garradragón,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,28
"Anafenza, linaje inquebrantable",Tarkir: tormenta dracónica,NM,Inglés,0.5,1,0.5,51
"Anafenza, linaje inquebrantable",Tarkir: tormenta dracónica,NM,Inglés,0.4,1,0.4,51
Anciana aleccionadora,Tarkir: tormenta dracónica,NM,Inglés,0.15,2,0.3,54
Ancla esencial,Tarkir: tormenta dracónica,NM,Español,0.12,3,0.36,56
Aprovechar la oportunidad,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,70
Asalto de los jinetes de dragones,Tarkir: tormenta dracónica,NM,Inglés,2.7,1,2.7,97
Asalto rebelde,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,100
Asalto rebelde,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,100
Asedio a la estepa yerma,Tarkir: tormenta dracónica,NM,Inglés,0.7,1,0.7,103
Asedio a la estepa yerma,Tarkir: tormenta dracónica,NM,Inglés,0.4,2,0.8,103
Asedio a la hondonada lúgubre,Tarkir: tormenta dracónica,NM,Inglés,0.58,1,0.58,104
Asedio al bosque glacial,Tarkir: tormenta dracónica,NM,Inglés,1.0,1,1.0,105
Avanzar con sabiduría,Tarkir: tormenta dracónica,NM,Español,0.2,2,0.4,116
Avanzar con sabiduría,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,116
Ayudante del alquimista,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,120
Bailarines de la luz de loto,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,122
Batida de Rueda del Río,Tarkir: tormenta dracónica,NM,Inglés,0.12,1,0.12,135
Bestia de carga del sendero de sal,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,140
Bloomvine Regent // Claim Territory,Tarkir: tormenta dracónica,NM,Inglés,0.9,2,1.8,143
Bloomvine Regent // Claim Territory,Tarkir: tormenta dracónica,NM,Español,0.8,1,0.8,143
Bosque (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,152
Bosque (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.11,1,0.11,153
Bosque (V.2),Tarkir: tormenta dracónica,NM,Español,0.1,10,1.0,152
Bosque (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.11,1,0.11,152
Bosque (V.1),Tarkir: tormenta dracónica,NM,Inglés,1.0,1,1.0,151
Bosque (V.1),Tarkir: tormenta dracónica,NM,Español,0.8,1,0.8,151
Bosque (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,153
Bosque (V.3),Tarkir: tormenta dracónica,NM,Español,0.11,19,2.09,153
Campamento dálkovan,Tarkir: tormenta dracónica,NM,Español,0.5,1,0.5,185
Campamento dálkovan,Tarkir: tormenta dracónica,NM,Inglés,0.6,1,0.6,185
Campamento fronterizo,Tarkir: tormenta dracónica,NM,Español,0.15,2,0.3,186
Campamento fronterizo,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,186
Caparatormentas vagante,Tarkir: tormenta dracónica,NM,Español,0.2,1,0.2,195
Caza de dragones algente,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,218
Cazadora aclimatada,Tarkir: tormenta dracónica,NM,Inglés,0.13,1,0.13,221
Centrar la mente,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,231
Ciudadela esteparenosa,Tarkir: tormenta dracónica,NM,Español,0.15,1,0.15,237
Clarion Conqueror,Tarkir: tormenta dracónica,NM,Español,2.3,1,2.3,239
Cometido post mortem,Tarkir: tormenta dracónica,NM,Inglés,0.25,1,0.25,250
Convocadora bélica temur,Tarkir: tormenta dracónica,NM,Español,0.44,1,0.44,268
Convocadora bélica temur,Tarkir: tormenta dracónica,NM,Inglés,0.6,1,0.6,268
Corriente desfibriladora,Tarkir: tormenta dracónica,NM,Español,0.1,1,0.1,274
Corriente desfibriladora,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,274
Cuentos de la noche invernal,Tarkir: tormenta dracónica,NM,Inglés,0.6,1,0.6,287
Cuevas maculasangrientas,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,292
Defensor de la montaña Cori,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,306
Defensor de la montaña Cori,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,306
Derrota inevitable,Tarkir: tormenta dracónica,NM,Español,0.3,1,0.3,318
Derrota inevitable,Tarkir: tormenta dracónica,NM,Inglés,0.3,4,1.2,318
Descarga abrumadora,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,321
Descarga abrumadora,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,321
Descendiente de las tormentas,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,325
Descenso desenfrenado,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,326
Despertar a los muertos venerados,Tarkir: tormenta dracónica,NM,Español,0.3,1,0.3,334
Despertar a los muertos venerados,Tarkir: tormenta dracónica,NM,Español,0.5,1,0.5,334
Destacamento nómada,Tarkir: tormenta dracónica,NM,Español,0.15,3,0.45,336
Determinación de Sarkhan,Tarkir: tormenta dracónica,NM,Inglés,0.1,1,0.1,341
Discípulo del alafilo,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,347
Dominio del ataque expansible,Tarkir: tormenta dracónica,NM,Inglés,0.1,1,0.1,359
Dragonóloga,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,366
Dragonóloga,Tarkir: tormenta dracónica,NM,Español,0.25,2,0.5,366
Efigie pasajera,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,382
Embate de primera línea,Tarkir: tormenta dracónica,NM,Inglés,0.24,2,0.48,393
Engendro magmático,Tarkir: tormenta dracónica,NM,Inglés,0.87,1,0.87,401
Escisión del árbol familiar,Tarkir: tormenta dracónica,NM,Español,0.15,1,0.15,414
Escisión del árbol familiar,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,414
Escisión del árbol familiar,Tarkir: tormenta dracónica,NM,Inglés,0.3,2,0.6,414
Esfuerzo bélico,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,422
Eshki Garradragón,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,424
Eshki Garradragón,Tarkir: tormenta dracónica,NM,Español,0.2,1,0.2,424
Eshki Garradragón,Tarkir: tormenta dracónica,NM,Inglés,0.4,1,0.4,424
Espera paciente,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,427
Exhalación disipadora,Tarkir: tormenta dracónica,NM,Inglés,0.1,1,0.1,439
Familiar del Guardacolmillos,Tarkir: tormenta dracónica,NM,Español,0.34,2,0.68,451
Familiar del Guardacolmillos,Tarkir: tormenta dracónica,NM,Inglés,0.4,1,0.4,451
"Felothar, Aurora de los Abzan",Tarkir: tormenta dracónica,NM,Inglés,0.24,2,0.48,463
Frente unido,Tarkir: tormenta dracónica,NM,Inglés,0.73,1,0.73,475
Fuegodragón canalizado,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,478
Halcón de la borrasca,Tarkir: tormenta dracónica,NM,Inglés,0.22,7,1.54,532
Invocación reverberante,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,597
Invocar a los dragones espíritu,Tarkir: tormenta dracónica,NM,Inglés,3.3,1,3.3,598
Isla (V.3),Tarkir: tormenta dracónica,NM,Español,0.12,2,0.24,605
Isla (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,605
Isla (V.1),Tarkir: tormenta dracónica,NM,Inglés,0.85,1,0.85,603
Isla (V.2),Tarkir: tormenta dracónica,NM,Español,0.11,3,0.33,604
Isla (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,604
Isla (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.11,1,0.11,604
Isla (V.1),Tarkir: tormenta dracónica,NM,Inglés,1.0,4,4.0,603
Isla (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.1,1,0.1,605
Jinete celeste idealista,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,614
Kirin perlasolado,Tarkir: tormenta dracónica,NM,Inglés,0.43,1,0.43,627
"Kotis, el Guardacolmillos",Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,631
La ceremonia de los sibsigs,Tarkir: tormenta dracónica,NM,Español,0.8,1,0.8,637
La muerte engendra la vida,Tarkir: tormenta dracónica,NM,Español,0.92,2,1.84,639
Lamento de guerra,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,650
Lanzarrayos inclemente,Tarkir: tormenta dracónica,NM,Español,0.15,1,0.15,655
Lasyd rondadora,Tarkir: tormenta dracónica,NM,Español,0.2,2,0.4,657
Llanura (V.3),Tarkir: tormenta dracónica,NM,Español,0.12,2,0.24,678
Llanura (V.2),Tarkir: tormenta dracónica,NM,Español,0.11,2,0.22,677
Mago trazatonadas,Tarkir: tormenta dracónica,NM,Español,0.4,1,0.4,695
Mago trazatonadas,Tarkir: tormenta dracónica,NM,Español,0.7,1,0.7,695
Mago trazatonadas,Tarkir: tormenta dracónica,NM,Inglés,0.44,1,0.44,695
Medidas desesperadas,Tarkir: tormenta dracónica,NM,Inglés,0.4,2,0.8,711
Monasterio místico,Tarkir: tormenta dracónica,NM,Español,0.15,4,0.6,734
Monasterio místico,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,734
Monasterio místico,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,734
Montaña (V.1),Tarkir: tormenta dracónica,NM,Inglés,1.2,2,2.4,736
Montaña (V.1),Tarkir: tormenta dracónica,NM,Inglés,1.3,3,3.9,736
Montaña (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.11,1,0.11,738
Montaña (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,737
Montaña (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,738
Naga manipulacarnes,Tarkir: tormenta dracónica,NM,Inglés,0.7,1,0.7,753
Naga manipulacarnes,Tarkir: tormenta dracónica,NM,Español,0.43,1,0.43,753
"Narset, Maestra Sapiente jeskai",Tarkir: tormenta dracónica,NM,Español,0.4,1,0.4,755
Negación espectral,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,764
Nevisca ofuscante,Tarkir: tormenta dracónica,NM,Inglés,0.12,1,0.12,768
Nuevo comienzo,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,774
Ofensiva sin cuartel,Tarkir: tormenta dracónica,NM,Español,2.79,1,2.79,785
Pago digno,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,799
Palacio opulento,Tarkir: tormenta dracónica,NM,Español,0.15,2,0.3,800
Pantano (V.3),Tarkir: tormenta dracónica,NM,Español,0.11,6,0.66,805
Pantano (V.2),Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,804
Pantano (V.3),Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,805
Pantano (V.2),Tarkir: tormenta dracónica,NM,Español,0.1,2,0.2,804
Procesión auroral,Tarkir: tormenta dracónica,NM,Inglés,0.4,5,2.0,847
Protagonista del estadio,Tarkir: tormenta dracónica,NM,Español,0.6,1,0.6,855
Protagonista del estadio,Tarkir: tormenta dracónica,NM,Inglés,0.65,1,0.65,855
Protector de la arboleda,Tarkir: tormenta dracónica,NM,Inglés,0.7,1,0.7,856
Pueblo de Kishla,Tarkir: tormenta dracónica,NM,Español,0.4,1,0.4,859
Pueblo de Kishla,Tarkir: tormenta dracónica,NM,Inglés,0.4,1,0.4,859
Pugnante portallamas,Tarkir: tormenta dracónica,NM,Español,0.34,2,0.68,861
Purging Stormbrood // Absorber la esencia,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,862
Quietud en movimiento,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,866
Rayos gemelos,Tarkir: tormenta dracónica,NM,Inglés,0.15,3,0.45,882
Recuperación del patrimonio,Tarkir: tormenta dracónica,NM,Español,0.15,1,0.15,892
Recuperación del patrimonio,Tarkir: tormenta dracónica,NM,Inglés,0.17,2,0.34,892
Redescubrir la sabiduría,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,895
Remolino del dragón espíritu,Tarkir: tormenta dracónica,NM,Español,1.4,2,2.8,907
Remolino del dragón espíritu,Tarkir: tormenta dracónica,NM,Inglés,1.34,5,6.7,907
Revelación de los Jeskai,Tarkir: tormenta dracónica,NM,Inglés,1.2,1,1.2,918
Rinoceronte de asalto,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,920
Risco cicatriz del viento,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,922
Risco cicatriz del viento,Tarkir: tormenta dracónica,NM,Inglés,0.1,1,0.1,922
Rito de renovación,Tarkir: tormenta dracónica,NM,Inglés,0.12,1,0.12,925
Rompeasedios mardu,Tarkir: tormenta dracónica,NM,Inglés,1.3,1,1.3,930
Rozador de Kishla,Tarkir: tormenta dracónica,NM,Español,0.2,3,0.6,937
Rozador de Kishla,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,937
Rugido de la Canción Eterna,Tarkir: tormenta dracónica,NM,Español,0.2,2,0.4,939
Runescale Stormbrood // Grito inmovilizador,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,942
Rutina del deambulador,Tarkir: tormenta dracónica,NM,Inglés,0.1,1,0.1,943
Ráksasa de la maldición pútrida,Tarkir: tormenta dracónica,NM,Inglés,4.3,1,4.3,947
Sacerdotisa de la escisión,Tarkir: tormenta dracónica,NM,Inglés,0.4,1,0.4,957
"Sarkhan, exaltador de dragones",Tarkir: tormenta dracónica,NM,Español,0.4,1,0.4,973
"Sarkhan, exaltador de dragones",Tarkir: tormenta dracónica,NM,Inglés,0.4,1,0.4,973
Scavenger Regent // Exude Toxin,Tarkir: tormenta dracónica,NM,Inglés,1.0,1,1.0,974
"Sidisi, regente del fangal",Tarkir: tormenta dracónica,NM,Español,0.43,1,0.43,984
Sonreír a la muerte,Tarkir: tormenta dracónica,NM,Español,2.88,1,2.88,999
Stormshriek Feral // Acrisolar,Tarkir: tormenta dracónica,NM,Español,0.15,3,0.45,1001
"Surrak, cazador esquivo",Tarkir: tormenta dracónica,NM,Inglés,0.63,1,0.63,1005
Susurro perpetuo,Tarkir: tormenta dracónica,NM,Inglés,0.13,3,0.39,1007
"Taigam, oportunista experto",Tarkir: tormenta dracónica,NM,Español,3.5,1,3.5,1012
Terrenos expansivos,Tarkir: tormenta dracónica,NM,Español,0.1,8,0.8,1022
Tersa Quiebraluz,Tarkir: tormenta dracónica,NM,Inglés,2.7,1,2.7,1025
Tersa Quiebraluz,Tarkir: tormenta dracónica,NM,Inglés,2.3,1,2.3,1025
Tierras altas escabrosas,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,1029
Tirador con mucha chispa,Tarkir: tormenta dracónica,NM,Inglés,0.25,1,0.25,1031
Tormenta de dragones agitada,Tarkir: tormenta dracónica,NM,Inglés,0.2,2,0.4,1035
Tormenta de dragones agrietadora,Tarkir: tormenta dracónica,NM,Español,0.2,4,0.8,1036
Tormenta de dragones agrietadora,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,1036
Tormenta de dragones corroedora,Tarkir: tormenta dracónica,NM,Español,0.2,2,0.4,1037
Tormenta de dragones corroedora,Tarkir: tormenta dracónica,NM,Inglés,0.2,5,1.0,1037
Tormenta de dragones desbordante,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,1038
Tormenta de dragones en expansión,Tarkir: tormenta dracónica,NM,Inglés,0.2,2,0.4,1039
Traición estratégica,Tarkir: tormenta dracónica,NM,Inglés,0.5,1,0.5,1046
Trampa estática,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,1048
Trampa estática,Tarkir: tormenta dracónica,NM,Inglés,0.12,2,0.24,1048
Trato ráksasa,Tarkir: tormenta dracónica,NM,Español,0.8,1,0.8,1055
Trato ráksasa,Tarkir: tormenta dracónica,NM,Inglés,0.8,1,0.8,1055
Trueno de la unidad,Tarkir: tormenta dracónica,NM,Español,0.23,1,0.23,1062
Trueno de la unidad,Tarkir: tormenta dracónica,NM,Inglés,0.3,1,0.3,1062
Vigilante de la sima,Tarkir: tormenta dracónica,NM,Español,0.5,1,0.5,1094
Whirlwing Stormbrood // Elevación dinámica,Tarkir: tormenta dracónica,NM,Español,0.15,2,0.3,1107
Whirlwing Stormbrood // Elevación dinámica,Tarkir: tormenta dracónica,NM,Inglés,0.15,1,0.15,1107
Yathan guardacaminos,Tarkir: tormenta dracónica,NM,Inglés,0.2,1,0.2,1110
