name,edition,condition,language,price_eur,quantity,total_value,id_carta
Montes espinosos,Forajidos de Cruce de Truenos,NM,Español,0.15,1,0.15,740
Montes espinosos,Forajidos de Cruce de Truenos,NM,Inglés,0.15,2,0.3,740
Montes espinosos,Forajidos de Cruce de Truenos,NM,Inglés,0.2,1,0.2,740
Muerdetobillos,Forajidos de Cruce de Truenos,NM,Español,0.1,6,0.6,745
Muerdetobillos,Forajidos de Cruce de Truenos,NM,Inglés,0.2,1,0.2,745
"Míriam, la Susurradora de Manadas",Forajidos de Cruce de Truenos,NM,Inglés,0.1,2,0.2,750
"Míriam, la Susurradora de Manadas",Forajidos de Cruce de Truenos,NM,Inglés,0.22,1,0.22,750
Neutralizar a los guardias,Forajidos de Cruce de Truenos,NM,Inglés,0.23,1,0.23,767
Oasis exuberante,Forajidos de Cruce de Truenos,NM,Inglés,0.1,2,0.2,777
Oasis exuberante,Forajidos de Cruce de Truenos,NM,Inglés,0.15,1,0.15,777
Oasis exuberante,Forajidos de Cruce de Truenos,NM,Español,0.15,2,0.3,777
"Obeka, fraccionadora de segundos",Forajidos de Cruce de Truenos,NM,Inglés,0.6,1,0.6,778
"Oko, el cabecilla",Forajidos de Cruce de Truenos,NM,Inglés,1.3,1,1.3,788
Otra ronda,Forajidos de Cruce de Truenos,NM,Inglés,0.4,1,0.4,795
Pantano (V.1),Forajidos de Cruce de Truenos,NM,Inglés,0.4,4,1.6,803
Pastora de las nubes,Forajidos de Cruce de Truenos,NM,Español,0.1,2,0.2,807
Patio oculto,Forajidos de Cruce de Truenos,NM,Inglés,1.4,1,1.4,809
Perrito de las praderas,Forajidos de Cruce de Truenos,NM,Inglés,0.05,2,0.1,817
Piromantes del rodeo,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,0.4,826
Piromantes del rodeo,Forajidos de Cruce de Truenos,NM,Español,0.05,1,0.05,826
Plan de fuga,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,0.4,829
Plan de fuga,Forajidos de Cruce de Truenos,NM,Español,0.05,4,0.2,829
Plan de fuga,Forajidos de Cruce de Truenos,NM,Inglés,0.15,1,0.15,829
Planear el golpe,Forajidos de Cruce de Truenos,NM,Español,0.05,1,0.05,830
Planicies desoladas,Forajidos de Cruce de Truenos,NM,Inglés,0.2,1,0.2,831
Planicies desoladas,Forajidos de Cruce de Truenos,NM,Inglés,0.24,2,0.48,831
Planicies desoladas,Forajidos de Cruce de Truenos,NM,Español,0.15,3,0.45,831
Planicies desoladas,Forajidos de Cruce de Truenos,NM,Español,0.25,1,0.25,831
Planicies desoladas,Forajidos de Cruce de Truenos,NM,Inglés,0.23,1,0.23,831
Premio del bandido,Forajidos de Cruce de Truenos,NM,Inglés,0.1,5,0.5,844
Pueblerinos vengativos,Forajidos de Cruce de Truenos,NM,Inglés,0.1,1,0.1,858
Pueblerinos vengativos,Forajidos de Cruce de Truenos,NM,Español,0.05,1,0.05,858
Rakdos se une al equipo,Forajidos de Cruce de Truenos,NM,Español,0.4,2,0.8,873
Rakdos se une al equipo,Forajidos de Cruce de Truenos,NM,Inglés,0.6,1,0.6,873
Rancho bucólico,Forajidos de Cruce de Truenos,NM,Inglés,0.15,1,0.15,876
Rancho bucólico,Forajidos de Cruce de Truenos,NM,Español,0.1,3,0.3,876
Reflejo fugaz,Forajidos de Cruce de Truenos,NM,Inglés,0.2,2,0.4,896
Reflejo fugaz,Forajidos de Cruce de Truenos,NM,Español,0.2,1,0.2,896
Riscos deteriorados,Forajidos de Cruce de Truenos,NM,Inglés,0.25,2,0.5,923
Riscos deteriorados,Forajidos de Cruce de Truenos,NM,Inglés,0.22,1,0.22,923
Riscos deteriorados,Forajidos de Cruce de Truenos,NM,Español,0.15,1,0.15,923
Riscos deteriorados,Forajidos de Cruce de Truenos,NM,Inglés,0.15,3,0.45,923
Rodeo de azufre,Forajidos de Cruce de Truenos,NM,Inglés,0.2,1,0.2,929
Rompevías nezumi,Forajidos de Cruce de Truenos,NM,Inglés,0.23,1,0.23,932
Rompevías nezumi,Forajidos de Cruce de Truenos,NM,Español,0.24,1,0.24,932
Rompevías nezumi,Forajidos de Cruce de Truenos,NM,Español,0.13,5,0.65,932
Rompevías nezumi,Forajidos de Cruce de Truenos,NM,Inglés,0.2,2,0.4,932
Sabueso esterlino,Forajidos de Cruce de Truenos,NM,Inglés,0.1,7,0.7,953
Sabueso esterlino,Forajidos de Cruce de Truenos,NM,Inglés,0.15,1,0.15,953
Saqueadora de cámaras,Forajidos de Cruce de Truenos,NM,Español,0.1,2,0.2,970
Saqueadora de cámaras,Forajidos de Cruce de Truenos,NM,Inglés,0.2,1,0.2,970
Saqueadora de minas,Forajidos de Cruce de Truenos,NM,Inglés,0.1,1,0.1,971
Saquear la ciénaga,Forajidos de Cruce de Truenos,NM,Español,1.0,1,1.0,972
Secuencia grácil,Forajidos de Cruce de Truenos,NM,Español,0.4,1,0.4,976
Secuencia grácil,Forajidos de Cruce de Truenos,NM,Inglés,0.2,2,0.4,976
"Selvala, pionera entusiasta",Forajidos de Cruce de Truenos,NM,Inglés,0.6,1,0.6,977
Sheriff del pasaje seguro,Forajidos de Cruce de Truenos,NM,Español,0.05,2,0.1,983
Sirviente del aguijón,Forajidos de Cruce de Truenos,NM,Inglés,0.2,2,0.4,994
Strix hostigador,Forajidos de Cruce de Truenos,NM,Español,0.1,4,0.4,1002
Suturador forajido,Forajidos de Cruce de Truenos,NM,Español,0.05,1,0.05,1008
Terror dorsoaguijón,Forajidos de Cruce de Truenos,NM,Español,0.2,2,0.4,1023
Tomar el escudo,Forajidos de Cruce de Truenos,NM,Español,0.05,4,0.2,1034
Torres de canalización,Forajidos de Cruce de Truenos,NM,Inglés,0.15,4,0.6,1043
Torres de canalización,Forajidos de Cruce de Truenos,NM,Inglés,0.3,1,0.3,1043
Torres de canalización,Forajidos de Cruce de Truenos,NM,Inglés,0.25,1,0.25,1043
Trampa oculta,Forajidos de Cruce de Truenos,NM,Inglés,0.15,1,0.15,1049
Tres pasos por delante,Forajidos de Cruce de Truenos,NM,Español,9.7,1,9.7,1057
Tres pasos por delante,Forajidos de Cruce de Truenos,NM,Inglés,9.0,1,9.0,1057
Un último trabajo,Forajidos de Cruce de Truenos,NM,Español,0.17,4,0.68,1067
Un último trabajo,Forajidos de Cruce de Truenos,NM,Inglés,0.2,1,0.2,1067
Vaca sagrada,Forajidos de Cruce de Truenos,NM,Español,0.1,2,0.2,1073
"Vadmir, sangre fresca",Forajidos de Cruce de Truenos,NM,Inglés,0.34,1,0.34,1074
Velo de piel de serpiente,Forajidos de Cruce de Truenos,NM,Inglés,0.15,1,0.15,1082
Velo de piel de serpiente,Forajidos de Cruce de Truenos,NM,Inglés,0.1,4,0.4,1082
Vendedora perspicaz,Forajidos de Cruce de Truenos,NM,Español,0.1,1,0.1,1087
Viltejón obstinado,Forajidos de Cruce de Truenos,NM,Español,0.1,2,0.2,1096
Vraska se une al equipo,Forajidos de Cruce de Truenos,NM,Español,0.7,2,1.4,1102
Vraska se une al equipo,Forajidos de Cruce de Truenos,EX,Español,0.6,1,0.6,1102
"Wylie Duke, héroe atiin",Forajidos de Cruce de Truenos,NM,Inglés,0.3,1,0.3,1108
Ánima de polvo,Forajidos de Cruce de Truenos,NM,Español,0.24,1,0.24,1119
Ánima de polvo,Forajidos de Cruce de Truenos,NM,Inglés,0.5,1,0.5,1119
Ánima de polvo,Forajidos de Cruce de Truenos,NM,Inglés,0.4,1,0.4,1119
Caer,Bloomburrow,NM,Inglés,0.7,1,0.7,177
Mentor domatormentas,Bloomburrow,NM,Español,0.15,4,0.6,714
Lanzamorralla,Bloomburrow,NM,Inglés,0.47,3,1.41,654
"Finneas, arquero certero",Bloomburrow,NM,Inglés,0.5,4,2.0,468
Vren el Implacable,Bloomburrow,NM,Inglés,0.4,3,1.2,1103
Cisne de la salvación,Bloomburrow,NM,Inglés,0.25,5,1.25,236
Cisne de la salvación,Bloomburrow,NM,Inglés,0.4,2,0.8,236
Buscamisiones de Vallis,Bloomburrow,NM,Inglés,1.0,3,3.0,169
Avanzadilla de Bigovalle,Bloomburrow,NM,Inglés,0.22,5,1.1,115
Luchadora del fogolar,Bloomburrow,NM,Inglés,0.5,1,0.5,686
Temporada de valentía,Bloomburrow,NM,Inglés,1.0,4,4.0,1021
Temporada de valentía,Bloomburrow,NM,Español,1.0,2,2.0,1021
Anciana del acualiento,Bloomburrow,NM,Inglés,0.34,2,0.68,55
"Baylen, el Henofaciente",Bloomburrow,NM,Inglés,0.6,4,2.4,136
Asamblea Lunar,Bloomburrow,NM,Español,1.5,1,1.5,101
"Mabel, heredera de Petrillama",Bloomburrow,NM,Inglés,0.74,3,2.22,690
Cultivadora de necrofrutos,Bloomburrow,NM,Español,0.05,4,0.2,294
Dúo de colmidagas,Bloomburrow,NM,Español,0.1,3,0.3,376
Dúo dulcengorro,Bloomburrow,NM,Español,0.1,6,0.6,378
Profeta del estanque,Bloomburrow,NM,Español,0.1,5,0.5,851
Montaña (V.1),Duskmourn: La casa de los horrores,NM,Inglés,0.3,3,0.9,736
"Rip, cazadora de engendros",Duskmourn: La casa de los horrores,NM,Inglés,0.25,1,0.25,921
"Niko, Luz de la Esperanza",Duskmourn: La casa de los horrores,NM,Inglés,0.45,1,0.45,772
Mortaja pisadora,Duskmourn: La casa de los horrores,NM,Inglés,0.1,1,0.1,744
Expansión terramórfica,Duskmourn: La casa de los horrores,NM,Español,0.1,3,0.3,440
Decir su nombre,Duskmourn: La casa de los horrores,NM,Inglés,0.1,7,0.7,304
Dar la vuelta,Duskmourn: La casa de los horrores,NM,Inglés,0.14,8,1.12,301
Sanguijuela de Oscuridad Lóbrega,Duskmourn: La casa de los horrores,NM,Inglés,0.12,4,0.48,967
Sin poder gritar,Duskmourn: La casa de los horrores,NM,Inglés,0.12,5,0.6,992
Salir del capullo,Duskmourn: La casa de los horrores,NM,Inglés,0.05,7,0.35,960
Sierra,Duskmourn: La casa de los horrores,NM,Inglés,0.1,5,0.5,986
Arrancapieles aserradora,Duskmourn: La casa de los horrores,NM,Inglés,0.1,7,0.7,90
Rito de la polilla,Duskmourn: La casa de los horrores,NM,Inglés,0.11,5,0.55,924
Caos de medianoche,Duskmourn: La casa de los horrores,NM,Inglés,0.05,5,0.25,194
Miedo sembrado,Duskmourn: La casa de los horrores,NM,Inglés,0.13,4,0.52,724
Domadora de gremlins,Duskmourn: La casa de los horrores,NM,Inglés,0.12,6,0.72,358
Llevar a las raíces,Duskmourn: La casa de los horrores,NM,Inglés,0.15,4,0.6,680
"Arabella, muñeca abandonada",Duskmourn: La casa de los horrores,NM,Inglés,0.3,4,1.2,73
Bajo la piel,Duskmourn: La casa de los horrores,NM,Inglés,0.12,4,0.48,124
Fanático cubierto de hierbas,Duskmourn: La casa de los horrores,NM,Inglés,0.12,4,0.48,455
Aberración consumidora,Magic: The Gathering - Cimientos,NM,Inglés,0.2,1,0.2,3
Aberración consumidora,Magic: The Gathering - Cimientos,NM,Español,0.2,1,0.2,3
Abordadores trasgos,Magic: The Gathering - Cimientos,NM,Inglés,0.05,2,0.1,4
Abordadores trasgos,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,4
Acogedora de gatos,Magic: The Gathering - Cimientos,NM,Español,0.22,1,0.22,14
"Alesha, la que se ríe del hado",Magic: The Gathering - Cimientos,NM,Español,1.0,1,1.0,40
Amuleto voraz,Magic: The Gathering - Cimientos,NM,Inglés,0.2,1,0.2,50
Animista cenicepa,Magic: The Gathering - Cimientos,NM,Inglés,0.2,1,0.2,59
Aniquilación ardiente,Magic: The Gathering - Cimientos,NM,Español,0.15,1,0.15,60
Aperitivos de medianoche,Magic: The Gathering - Cimientos,NM,Español,0.15,4,0.6,66
Aplastador boticario,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,67
Apuñalar,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,71
"Arahbo, el Primer Colmillo",Magic: The Gathering - Cimientos,NM,Español,0.72,2,1.44,74
Archidruida élfico,Magic: The Gathering - Cimientos,NM,Español,0.44,1,0.44,76
Archimago de las runas,Magic: The Gathering - Cimientos,NM,Español,1.2,2,2.4,77
Arenas florecientes,Magic: The Gathering - Cimientos,NM,Español,0.05,3,0.15,81
Arengadora del escuadrón,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,82
Armadura celestial,Magic: The Gathering - Cimientos,NM,Español,0.4,2,0.8,85
Arquera flamígera,Magic: The Gathering - Cimientos,NM,Español,0.17,1,0.17,87
Arquera flamígera,Magic: The Gathering - Cimientos,NM,Español,0.12,1,0.12,87
Asaltadora de cofres,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,96
Asaltadora de cofres,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,96
Autorreflectión,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,114
Azote del bosque salvaje,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,121
Bendición de hojas gemelas,Magic: The Gathering - Cimientos,NM,Español,0.2,1,0.2,137
Bosque (V.3),Magic: The Gathering - Cimientos,NM,Español,0.4,1,0.4,153
Brotar de las cenizas,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,160
Brotar de las cenizas,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,160
Bucanero de aeronaves,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,166
Cabrallería de Axgard,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,175
Cala tranquila,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,179
Carroñero de alas pavorosas,Magic: The Gathering - Cimientos,NM,Español,0.12,1,0.12,206
Cazadora de la casta,Magic: The Gathering - Cimientos,NM,Inglés,0.43,1,0.43,222
"Chandra, esculpidora de llamas",Magic: The Gathering - Cimientos,NM,Español,1.0,1,1.0,232
Cieno carroñero,Magic: The Gathering - Cimientos,NM,Español,0.2,2,0.4,234
Colonia de gnárlidos,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,246
Contraemboscada,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,263
Contraemboscada,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,263
Convertir en tarta,Magic: The Gathering - Cimientos,NM,Inglés,0.05,2,0.1,266
Convertir en tarta,Magic: The Gathering - Cimientos,NM,Español,0.1,2,0.2,266
Corniescarabajo nessiano,Magic: The Gathering - Cimientos,NM,Español,0.05,1,0.05,270
Cosechador abismal,Magic: The Gathering - Cimientos,NM,Español,1.0,1,1.0,278
Crecimiento gigante,Magic: The Gathering - Cimientos,NM,Español,0.05,3,0.15,279
Crecimiento gigante,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,279
Custodio de destinos,Magic: The Gathering - Cimientos,NM,Español,0.4,1,0.4,296
Custodio de destinos,Magic: The Gathering - Cimientos,NM,Español,0.2,1,0.2,296
Cíclope crepitante,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,298
Defensora filoveloz,Magic: The Gathering - Cimientos,NM,Español,0.2,2,0.4,307
Defensora filoveloz,Magic: The Gathering - Cimientos,NM,Inglés,0.15,2,0.3,307
Degollador salobre,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,310
Demonio marcado con runas,Magic: The Gathering - Cimientos,NM,Español,0.5,1,0.5,313
Demonio marcado con runas,Magic: The Gathering - Cimientos,NM,Español,0.7,2,1.4,313
Dentellada,Magic: The Gathering - Cimientos,NM,Español,0.05,1,0.05,314
Dentellada,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,314
Detener el tiempo,Magic: The Gathering - Cimientos,NM,Español,0.2,3,0.6,340
Dilema doloroso,Magic: The Gathering - Cimientos,NM,Inglés,0.4,1,0.4,346
Dilema doloroso,Magic: The Gathering - Cimientos,NM,Español,0.43,2,0.86,346
Distracción momentánea,Magic: The Gathering - Cimientos,NM,Español,0.07,1,0.07,354
Dragón shivano,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,368
"Drakuseth, fauces de fuego",Magic: The Gathering - Cimientos,NM,Español,0.34,1,0.34,369
"Dwynen, daena de Hojas Doradas",Magic: The Gathering - Cimientos,NM,Inglés,0.15,1,0.15,375
Dúo de la valva refulgente,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,377
Elfos de Llanowar,Magic: The Gathering - Cimientos,NM,Español,0.22,2,0.44,392
Esfinge del acervo olvidado,Magic: The Gathering - Cimientos,NM,Español,0.9,1,0.9,420
Esparcir la esencia,Magic: The Gathering - Cimientos,NM,Español,0.12,1,0.12,426
Estandarte de la hermandad,Magic: The Gathering - Cimientos,NM,Español,5.0,3,15.0,431
"Etali, la Tempestad Primigenia",Magic: The Gathering - Cimientos,NM,Español,0.5,1,0.5,436
Extractora sanguina,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,445
Fanático flamígero,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,456
Fingir tu propia muerte,Magic: The Gathering - Cimientos,NM,Español,0.07,1,0.07,467
Fingir tu propia muerte,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,467
Fructificación silvana,Magic: The Gathering - Cimientos,NM,Español,0.3,2,0.6,477
Fructificación silvana,Magic: The Gathering - Cimientos,NM,Inglés,0.5,1,0.5,477
Fénix alzallama,Magic: The Gathering - Cimientos,NM,Español,0.2,5,1.0,490
Gata con nueve vidas,Magic: The Gathering - Cimientos,NM,Español,0.8,3,2.4,498
"Giada, fuente de esperanza",Magic: The Gathering - Cimientos,NM,Español,1.0,2,2.0,500
Gigante fiel a los elfos,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,501
Grieta sísmica,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,509
Guardabosque bestial,Magic: The Gathering - Cimientos,NM,Inglés,0.05,2,0.1,512
Guía del campus,Magic: The Gathering - Cimientos,NM,Español,0.05,1,0.05,520
Hacha de la línea mística,Magic: The Gathering - Cimientos,NM,Español,1.6,1,1.6,523
Hada burlona,Magic: The Gathering - Cimientos,NM,Español,0.05,2,0.1,527
Halcón de sanador,Magic: The Gathering - Cimientos,NM,Español,0.02,1,0.02,533
Halcón de sanador,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,533
Hechicera erudita,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,534
Hidra musgogénita,Magic: The Gathering - Cimientos,NM,Español,3.0,2,6.0,539
Himno de las campeonas,Magic: The Gathering - Cimientos,NM,Español,0.3,2,0.6,541
Hocicotrufa impaciente,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,543
Hocicotrufa impaciente,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,543
Hondonada selvática,Magic: The Gathering - Cimientos,NM,Español,0.1,2,0.2,544
Horda de homúnculos,Magic: The Gathering - Cimientos,NM,Español,0.5,1,0.5,546
"Huesitos, birlador de bagatelas",Magic: The Gathering - Cimientos,NM,Español,0.69,1,0.69,549
Huir juntos,Magic: The Gathering - Cimientos,NM,Español,0.07,2,0.14,551
Incursora cátara,Magic: The Gathering - Cimientos,NM,Inglés,0.05,2,0.1,561
Indrik cariñoso,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,562
"Kaito, infiltrador astuto",Magic: The Gathering - Cimientos,NM,Español,3.3,1,3.3,619
Katana de empuñe rápido,Magic: The Gathering - Cimientos,NM,Inglés,0.05,2,0.1,620
"Kellan, pionero planar",Magic: The Gathering - Cimientos,NM,Inglés,0.4,1,0.4,624
"Kiora, la Marea Ascendente",Magic: The Gathering - Cimientos,NM,Inglés,3.0,1,3.0,626
"Koma, el Devoramundos",Magic: The Gathering - Cimientos,NM,Español,1.35,2,2.7,628
"Koma, el Devoramundos",Magic: The Gathering - Cimientos,NM,Español,1.7,1,1.7,628
"Krenko, jefe de turba",Magic: The Gathering - Cimientos,NM,Español,0.69,2,1.38,633
"Kykar, avivador del céfiro",Magic: The Gathering - Cimientos,NM,Español,0.34,2,0.68,634
Lancear,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,652
"Lathril, Espada de los Elfos",Magic: The Gathering - Cimientos,NM,Español,0.34,2,0.68,658
Legatario leporino,Magic: The Gathering - Cimientos,NM,Español,2.5,1,2.5,664
Legatario leporino,Magic: The Gathering - Cimientos,NM,Español,1.7,3,5.1,664
Llamaalmas vampiro,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,671
Llamaalmas vampiro,Magic: The Gathering - Cimientos,NM,Español,0.08,1,0.08,671
Llamada de la valkiria,Magic: The Gathering - Cimientos,NM,Español,2.4,1,2.4,673
Llanura (V.3),Magic: The Gathering - Cimientos,NM,Español,0.4,4,1.6,678
Llanura (V.3),Magic: The Gathering - Cimientos,NM,Español,0.7,2,1.4,678
Llanura (V.4),Magic: The Gathering - Cimientos,NM,Inglés,0.5,1,0.5,679
Llanura (V.4),Magic: The Gathering - Cimientos,NM,Español,0.5,1,0.5,679
Lobo emboscador,Magic: The Gathering - Cimientos,NM,Español,0.07,1,0.07,681
Luz de destierro,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,687
Luz de destierro,Magic: The Gathering - Cimientos,NM,Español,0.05,2,0.1,687
Mago celeste ostentoso,Magic: The Gathering - Cimientos,NM,Español,0.11,1,0.11,693
Marinero espectral,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,705
Micromante,Magic: The Gathering - Cimientos,NM,Español,0.15,1,0.15,723
Necedad del buscador,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,756
Necrófaga de la tumbanefasta,Magic: The Gathering - Cimientos,NM,Español,0.12,2,0.24,761
Necrófago hambriento,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,762
Necrófago hambriento,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,762
Ola de génesis,Magic: The Gathering - Cimientos,NM,Español,0.4,4,1.6,789
Onda de centellas,Magic: The Gathering - Cimientos,NM,Español,3.0,1,3.0,790
Padre orgulloso,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,798
Padre orgulloso,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,798
Paladín inspiradora,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,801
Pandamonio,Magic: The Gathering - Cimientos,NM,Español,0.12,1,0.12,802
Patio recóndito,Magic: The Gathering - Cimientos,NM,Español,0.33,3,0.99,810
Pensar dos veces,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,813
Pensar dos veces,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,813
Perspicacia lunar,Magic: The Gathering - Cimientos,NM,Español,0.4,1,0.4,818
Plaga insolente,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,828
Prisión lunar,Magic: The Gathering - Cimientos,NM,Español,0.15,1,0.15,846
Prisión lunar,Magic: The Gathering - Cimientos,NM,Inglés,0.13,1,0.13,846
Progenitus,Magic: The Gathering - Cimientos,NM,Español,0.8,2,1.6,853
Refutar,Magic: The Gathering - Cimientos,NM,Español,0.15,1,0.15,899
Refutar,Magic: The Gathering - Cimientos,NM,Español,0.1,2,0.2,899
Replicación extravagante,Magic: The Gathering - Cimientos,NM,Español,0.3,1,0.3,911
Represalia luminosa,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,913
Represalia luminosa,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,913
Resiliencia divina,Magic: The Gathering - Cimientos,NM,Español,0.3,1,0.3,914
Resiliencia divina,Magic: The Gathering - Cimientos,NM,Español,0.2,2,0.4,914
Reverdecedor élfico,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,919
Risco cicatriz del viento,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,922
Rondador carcajeante,Magic: The Gathering - Cimientos,NM,Español,0.08,1,0.08,934
Ráfaga incineradora,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,944
Ráfaga incineradora,Magic: The Gathering - Cimientos,NM,Español,0.12,1,0.12,944
Sabio de la infestación,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,951
Sacar las garras,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,955
Saqueador sin corazón,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,969
Sembrador de caos,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,978
Serafín de vanguardia,Magic: The Gathering - Cimientos,NM,Inglés,0.15,1,0.15,980
Serafín de vanguardia,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,980
Simulacro solemne,Magic: The Gathering - Cimientos,NM,Español,0.3,2,0.6,990
Sobrepasar,Magic: The Gathering - Cimientos,NM,Español,0.2,1,0.2,995
Sobrepasar,Magic: The Gathering - Cimientos,NM,Inglés,0.24,1,0.24,995
Tejedora de almas,Magic: The Gathering - Cimientos,NM,Español,0.6,2,1.2,1019
Terror tolariano,Magic: The Gathering - Cimientos,NM,Español,0.2,1,0.2,1024
Tierras altas escabrosas,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,1029
Tintamante cefálido,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,1030
Tormenta de escoria,Magic: The Gathering - Cimientos,NM,Inglés,0.2,1,0.2,1040
Tormenta de los Mil Años,Magic: The Gathering - Cimientos,NM,Español,0.32,4,1.28,1041
Tortuga protegida,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,1044
Trasgo valiente,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,1054
Vals macabro,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,1076
Vals macabro,Magic: The Gathering - Cimientos,NM,Español,0.1,2,0.2,1076
Venado bruñido,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,1084
Viaje a lo inexplorado,Magic: The Gathering - Cimientos,NM,Inglés,0.05,1,0.05,1090
Viaje a lo inexplorado,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,1090
Vuelo fugaz,Magic: The Gathering - Cimientos,NM,Español,0.12,2,0.24,1104
Vuelo fugaz,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,1104
Vuelo fugaz,Magic: The Gathering - Cimientos,NM,Español,0.2,1,0.2,1104
Zombie almaencadenada,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,1114
Zombificar,Magic: The Gathering - Cimientos,NM,Inglés,0.3,1,0.3,1115
Ángel de Serra,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,1117
Ángel de Serra,Magic: The Gathering - Cimientos,NM,Inglés,0.1,1,0.1,1117
Ángel deslumbrante,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,1118
Élite de Dwynen,Magic: The Gathering - Cimientos,NM,Español,0.1,1,0.1,1120
Llanura (V.3),Aetherdrift,NM,Inglés,0.12,1,0.12,678
Isla (V.3),Aetherdrift,NM,Español,0.13,17,2.21,605
Pantano (V.3),Aetherdrift,NM,Inglés,0.13,3,0.39,805
Umbral de Solardiente,Aetherdrift,NM,Inglés,5.7,1,5.7,1066
Montaña (V.4),Aetherdrift,NM,Inglés,0.11,3,0.33,739
Mecatitán vidrillante,Aetherdrift,NM,Inglés,8.0,1,8.0,710
Montaña (V.4),Aetherdrift,NM,Español,0.12,10,1.2,739
La Eterchispa,Aetherdrift,NM,Español,15.1,1,15.1,635
Bosque (V.4),Aetherdrift,NM,Inglés,0.12,7,0.84,154
Andanada agresiva,Aetherdrift,NM,Inglés,0.22,1,0.22,57
Sifón etéreo,Aetherdrift,NM,Español,0.2,1,0.2,988
