name,edition,condition,language,price_eur,quantity,seller
Ráfaga peligrosa,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Curiosidad distorsionada,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Trampa de suero,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Pantano (V.1),Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Seccionacarne infestado,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Inyector protésico,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Látigo de la Fortaleza del Filo,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Miriápodo de Atraxa,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Sintetizador de icor,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Rapaz desolladora,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Rata panzacorrupta,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Ajusticiador con quijadas,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Bailarín de tendones,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Devoción perfecta,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Planeador dentado,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Myr converso,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Planeador de ala de dragón,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Espada de almas compartidas,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Ojo de Malcator,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Portadora de testamentos,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Bombacráneo del Dros,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Bombacráneo quirúrgica,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Vórrac contagioso,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Grabadora de axiomas,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Adivina iridiscente,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Dosis hipnotizante,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Vilnarca cruel,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Bombacráneo del Horno,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Acondicionadora de Unctus,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Tanque de renacimiento,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Expandir la esfera,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Paladín de la depredación,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Silla de batalla sylvok,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Violentador venenoso,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Proliferación viral,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Depósito de generación,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Espinodermo evolucionado,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
"Malcator, supervisor de la pureza",Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Monumento a la perfección,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Tablilla de perfeccionamiento,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Centinela del Anexo,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Híbrido alavacío,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Observador contaminado,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Carga de los ácaros,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Castigadora del Horno,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
"Ria Ivor, ruina de Fortaleza del Filo",Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Pantano (V.1),Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Montaña (V.1),Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Basilisco escupeicor,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Putredotisa necrógena,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Adaptada evolucionadora,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Salva de los rebeldes,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Devastador corteceniza,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Bosque (V.1),Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
"Geth, barón de los contratos",Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
"Slobad, trasgo de hierro",Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
La Fachada Monumental,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Apoteosis llameante,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Cuaderno de trabajo de Tamiyo,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Propagar la infección,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Vigilante de las alturas,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Asalto nocivo,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Llanura (V.1),Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Entusiasmo ante la posibilidad,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Desvanecerse en la eternidad,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Ascenso del aspirante,Pirexia: Todos serán uno,NM,Inglés,0.15,2,MagicBarcelona
Apóstol de la invasión,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Paladín alzanims,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Centinela cefalópodo,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
La Basílica Pálida,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Bosque (V.1),Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
El Pabellón Quirúrgico,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Isla (V.1),Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Expansión terramórfica,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Llanura (V.1),Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
El Laberinto de los Cazadores,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
La Basílica Pálida,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Los Fosos del Dros,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Bombacráneo quirúrgica,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Prisma profético,Pirexia: Todos serán uno,NM,Inglés,0.5,4,MagicBarcelona
Atlas pirexiano,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Desplazadunas,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Bombacráneo del Horno,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Bombacráneo del Laberinto,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Myr custodio,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Crecimiento titánico,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Tyrranax atroz,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Bombacráneo del Dros,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Bombacráneo de la Basílica,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Cultivador de oxihiedra,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Devorador guadañaceleste,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Depredación despiadada,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Enfermera de la plaga,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Trol consumeaceite,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Protector de la depredación,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Mantis filomaraña,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Manto del Laberinto,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Pataslargas de cobre,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Acechadora ruinárbol,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Cantaesporas adaptativa,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Quebrantadora vúlshok,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Carga voltaica,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Lanzador de metralla,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Agitador aserrador,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Represalia ígnea,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Corte de hexoro,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Carcajeante de Kuldotha,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Ráfaga peligrosa,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Aspirante filoinjerto,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Centurión martilloforja,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Zancudo del Horno,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Liberar de la carne,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Turba de la chimenea,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Grabadora de axiomas,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Líder de colmena aguijoneador,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Decapitador de Sheoldred,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Trampa de chatarra engullidora,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Ofrecer la inmortalidad,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Gladiadora esquelética,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Centurión despiadada,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Vilnarca cruel,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Esquirge buscahuesos,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Dosis hipnotizante,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Zancudo de la red mental,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Conservador de la red mental,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Pescador de mercurio,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Sintetizador de icor,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Vigilante de Malcator,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Rapaz gitáxica,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Anatomista gitáxico,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Experimento a la fuga,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Ojo de Malcator,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Rondador de cromo,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Desvanecerse en la eternidad,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Convicción del fanático,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Bailarín de tendones,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Agente de la Ortodoxia,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Bardiche mirrodiano,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Ajusticiador con quijadas,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Yelmo de Guardaoro,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Iluminado leonino,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Planeador dentado,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Rapaz desolladora,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Duelista de fe profunda,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Esquife esquelético,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Gólem icorazado,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Pastora de la Basílica,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Inyector protésico,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Miriápodo de Atraxa,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Evangelista de la vivisección,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Observador contaminado,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Quimera nucleosuero,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Devastador corteceniza,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Engendrador ardiente,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Látigo de la Fortaleza del Filo,Pirexia: Todos serán uno,NM,Inglés,0.2,3,MagicBarcelona
Centinela cefalópodo,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Proliferación viral,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Asalto nocivo,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Silla de batalla sylvok,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Paladín de la depredación,Pirexia: Todos serán uno,NM,Inglés,0.2,1,MagicBarcelona
Glóbulo de incubación,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Consagrador de Úrabrask,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Vigilacielos de la resistencia,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Salva de los rebeldes,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Rematador de Óxida,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Sacrificio de Nahiri,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Corredor magmático,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Alabarda de hexoro,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Castigadora del Horno,Pirexia: Todos serán uno,NM,Inglés,0.2,1,MagicBarcelona
Depósito de generación,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Despertar al durmiente,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Necrotitán voraz,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Necromosquito,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Paladín alzanims,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Propagar la infección,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Acondicionadora de Unctus,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Alimaña chillona,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Ulcerazoa vigilante,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Construcción ambulante,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Teórica del trasplante,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Colibrí retumbante,Pirexia: Todos serán uno,NM,Inglés,0.2,1,MagicBarcelona
Draco arrastrero,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Inmovilizador de Tamiyo,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Resistencia reunida,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Fuente del progreso,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Velo de asimilación,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Cirujano atmosférico,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Seccionacarne infestado,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Fanática de porcelana,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Alas planeadoras de hexoro,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Alas planeadoras de hexoro,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Seccionacarne infestado,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Contra todo pronóstico,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
Apóstol de la invasión,Pirexia: Todos serán uno,NM,Inglés,0.2,4,MagicBarcelona
El Pabellón Quirúrgico,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Los Fosos del Dros,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
El Laberinto de los Cazadores,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Prisma profético,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Atlas pirexiano,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Bombacráneo del Laberinto,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Desplazadunas,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Bombacráneo de la Basílica,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Tyrranax atroz,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Crecimiento titánico,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Devorador guadañaceleste,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Cultivador de oxihiedra,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Protector de la depredación,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Depredación despiadada,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Enfermera de la plaga,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Trol consumeaceite,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Manto del Laberinto,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Mantis filomaraña,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Pataslargas de cobre,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Enramada carnívora,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Acechadora ruinárbol,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Vórrac contagioso,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Quebrantadora vúlshok,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Cantaesporas adaptativa,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Represalia ígnea,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Lanzador de metralla,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Carcajeante de Kuldotha,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Zancudo del Horno,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Corte de hexoro,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Liberar de la carne,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Turba de la chimenea,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Centurión martilloforja,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Aspirante filoinjerto,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Líder de colmena aguijoneador,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Coacción,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Gladiadora esquelética,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Centurión despiadada,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Pescador de mercurio,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Esquirge buscahuesos,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Zancudo de la red mental,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Vigilante de Malcator,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Conservador de la red mental,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Rapaz gitáxica,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Anatomista gitáxico,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Ascenso del aspirante,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Rondador de cromo,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Experimento a la fuga,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Convicción del fanático,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Agente de la Ortodoxia,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Bardiche mirrodiano,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Asistente del adoctrinamiento,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Iluminado leonino,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Carga de los ácaros,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Duelista de fe profunda,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Yelmo de Guardaoro,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Esquife esquelético,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Pastora de la Basílica,Pirexia: Todos serán uno,NM,Inglés,0.1,4,MagicBarcelona
Gólem icorazado,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Evangelista de la vivisección,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Engendrador ardiente,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Quimera nucleosuero,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Glóbulo de incubación,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Consagrador de Úrabrask,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Vigilacielos de la resistencia,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Rematador de Óxida,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Sacrificio de Nahiri,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Corredor magmático,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Alabarda de hexoro,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Fundiforme vehemente,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Despertar al durmiente,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Necromosquito,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Necrotitán voraz,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Alimaña chillona,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Construcción ambulante,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Ulcerazoa vigilante,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Teórica del trasplante,Pirexia: Todos serán uno,NM,Inglés,0.15,4,MagicBarcelona
Mensaje trascendente,Marcha de las máquinas,NM,Inglés,0.2,4,MagicBarcelona
Metabolizador tumefacto,Marcha de las máquinas,NM,Inglés,0.2,4,MagicBarcelona
Guerrero de ruinaskar,Marcha de las máquinas,NM,Inglés,0.2,4,MagicBarcelona
Albor iridiscente,Marcha de las máquinas,NM,Inglés,0.2,4,MagicBarcelona
"Glissa, heraldo de la depredación",Marcha de las máquinas,NM,Inglés,0.2,4,MagicBarcelona
Invasión de Alara // Despertar el Remolino,Marcha de las máquinas,NM,Inglés,0.2,4,MagicBarcelona
"Quintorius, maestro sabio",Marcha de las máquinas,NM,Inglés,0.2,4,MagicBarcelona
Rankle y Torbran,Marcha de las máquinas,NM,Inglés,0.2,4,MagicBarcelona
Invasión de Bélenon // Himno de guerra de Bélenon,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Invasión de Dominaria // Protegedogmas de Serra,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Inquisidor de Norn,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Despertar pirexiano,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Expulsar de la existencia,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Seraph of New Capenna // Seraph of New Phyrexia,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Sun-Blessed Guardian // Furnace-Blessed Conqueror,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Cultivador de carne,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Lancera zhalfirina,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Rechazo artístico,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Alas astrales,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Captive Weird // Compleated Conjurer,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
Corrupción de Towashi,Marcha de las máquinas,NM,Inglés,0.15,4,MagicBarcelona
